cristin_result_id,tittel,ar,kategori,kanal,lenke,temaer,forfattere_utdrag,antall_forfattere,ntnu_forskere_i_utvalget,finansiering
2310820,An Urban Digital Twin Framework for Reference and Planning,2024,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2024.3478379,"Digital tvilling, produksjon og industri 4.0",Ahmad Afif Supianto; Wajeeha Nasar; Dina Margrethe Aspen; Agus Ismail Hasan; Anniken Susanne Thoresen Karlsen; Ricardo Torres,6,Agus Ismail Hasan; Anniken Susanne Thoresen Karlsen,NORDFORSK; NFR; NFR
2273145,Enhancing accuracy in field mobile robot state estimation with GNSS and encoders,2024,Academic article,Measurement,https://doi.org/10.1016/j.measurement.2024.114903,"Regulering, MPC og estimering; Navigasjon, SLAM og sensorfusjon; Bilkjøretøy og landrobotikk",Ivan A. Kuncara; Augie Widyotriatmo; Agus Ismail Hasan; Yul Yunazwin Nazaruddin,4,Agus Ismail Hasan,
2238920,Industrial Digital Twins in Offshore Wind Farms,2024,Academic literature review,Energy Informatics,https://doi.org/10.1186/s42162-024-00306-6,"Marin autonomi og fartøy; Digital tvilling, produksjon og industri 4.0; Energi, prosess og kraft",Evi Elisa Ambarita; Anniken Susanne Thoresen Karlsen; Francesco Scibilia; Agus Ismail Hasan,4,Agus Ismail Hasan; Anniken Susanne Thoresen Karlsen,EC/H2020
2269206,Integration of nonlinear observer and unscented Kalman filter for pose estimation in autonomous truck–trailer and container truck,2024,Academic article,Nonlinear dynamics,https://doi.org/10.1007/s11071-024-09658-w,"Regulering, MPC og estimering; Datasyn; Bilkjøretøy og landrobotikk",Ivan Adi Kuncara; Augie Widyotriatmo; Agus Ismail Hasan; Chang-Sei Kim,4,Agus Ismail Hasan,
2227416,Leveraging digital twin for autonomous docking of a container truck with stabilization control,2024,Academic article,Journal of Field Robotics (JFR),https://doi.org/10.1002/rob.22283,"Marin autonomi og fartøy; Digital tvilling, produksjon og industri 4.0",Augie Widyotriatmo; Ivan Adi Kuncara; Husnul Amri; Agus Ismail Hasan; Yul Yunazwin Nazaruddin,5,Agus Ismail Hasan,
2311861,Observer-based Attack and Disturbance Mitigation for Heavy-Duty Vehicles in an Autonomous Docking Application,2024,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2024.3467263,"Marin autonomi og fartøy; Regulering, MPC og estimering",Labid Bin Bashar; Yul Yunazwin Nazaruddin; Andi Cakravastia Arisaputra Raja; Ananta Adhi Wardana; Irfan Bahiuddin; Estiko Rijanto,8,Agus Ismail Hasan,
2254756,Observer-based fault diagnosis for autonomous systems,2024,Academic article,International Journal of Robust and Nonlinear Control,https://doi.org/10.1002/rnc.7261,"Regulering, MPC og estimering; Medisinsk AI og robotikk; Sikkerhet, verifisering og risiko",Agus Ismail Hasan,1,Agus Ismail Hasan,
2193505,An efficient and lightweight multiperson activity recognition framework for robot-assisted healthcare applications,2024,Academic article,Expert Systems With Applications,https://doi.org/10.1016/j.eswa.2023.122482,Medisinsk AI og robotikk,Syed Hammad Hussain Shah; Anniken Susanne Thoresen Karlsen; Mads Solberg; Ibrahim A. Hameed,4,Anniken Susanne Thoresen Karlsen,
2345798,A Geometric Perspective on Moment Arm Estimation Using Force/Torque Sensors,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/RCAR61438.2024.10671110,"Regulering, MPC og estimering",Aleksander Skrede,1,Aleksander Skrede,
2345811,A Linear Discrete Kalman Filter to Estimate the Contact Wrench of an Unknown Robot End Effector,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/RCAR61438.2024.10671273,"Manipulasjon og industrirobotikk; Regulering, MPC og estimering",Aleksander Skrede,1,Aleksander Skrede,
2326105,Developing Critical Thinking Practices Interwoven with Generative AI Usage in an Introductory Programming Course,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/EDUCON60312.2024.10578746,Maskinlæring og dyp læring,Arne Gerhard Styve; Usman Naeem; Outi Virkki,3,Arne Gerhard Styve,
2287557,NorDark-DT: A digital twin for urban lighting infrastructure planning and analysis,2024,Academic article,Environment and planning. B: Urban analytics and city science,https://doi.org/10.1177/23998083241272099,"Digital tvilling, produksjon og industri 4.0",Léo Francois Jean Leplat; Claudia Viviana López-Alfaro; Arne Gerhard Styve; Ricardo Torres,4,Arne Gerhard Styve,
2274397,"""Please Be Nice"": Robot Responses to User Bullying - Measuring Performance Across Aggression Levels",2024,Academic chapter/article/Conference paper,,https://doi.org/10.1145/3613904.3642290,,Yiming Luo; Shihao Liu; Di Wu; Hao Wang; Yushan Pan,5,Di Wu,
2270672,A Novel Method for Anomaly Detection and Signal Calibration in Water Quality Monitoring of an Urban Water Supply System,2024,Academic article,Water,https://doi.org/10.3390/w16091238,Maskinlæring og dyp læring,Jincheng Liu; Di Wu; Hadi Mohammed; Razak Seidu,4,Razak Seidu; Di Wu,
2257681,Advancing Fake News Detection: Hybrid Deep Learning With FastText and Explainable AI,2024,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2024.3381038,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Ehtesham Hashmi; Sule Yildirim-Yayilgan; Muhammad Mudassar Yamin; Subhan Ali; Mohamed Ali Saleh Abomhara,5,Ehtesham Hashmi; Sule Yildirim-Yayilgan; Mohamed Ali Saleh Abomhara; Muhammad Mudassar Yamin,NFR
2279557,Cyber risk assessment of cyber-enabled autonomous cargo vessel,2024,Academic article,International Journal of Critical Infrastructure Protection,https://doi.org/10.1016/j.ijcip.2024.100695,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko; Bilkjøretøy og landrobotikk",Awais Yousaf; Ahmed Walid Amro; Philip Teow Huat Kwa; Meixuan Li; Jianying Zhou,5,Ahmed Walid Amro,
2290312,Interplay of Digital Twins and Cyber Deception: Unraveling Paths for Technological Advancements,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1145/3643662.3643955,"Digital tvilling, produksjon og industri 4.0",Jessica Barbosa Heluany; Ahmed Walid Amro; Vasileios Gkioulos; Sokratis Katsikas,4,Ahmed Walid Amro; Jessica Barbosa Heluany; Vasileios Gkioulos; Sokratis Katsikas,NFR; EC/H2020
2349542,Vulnerability management digital twin for energy systems,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1145/3664476.3671013,"Digital tvilling, produksjon og industri 4.0",Jessica B. Heluany; Vasileios Gkioulos; Johannes Goetzfried; Bernhard Mehlig,4,Jessica Barbosa Heluany; Vasileios Gkioulos,NFR; EC/H2020
2265712,Pose Impact Estimation on Face Recognition Using 3-D-Aware Synthetic Data With Application to Quality Assessment,2024,Academic article,"IEEE Transactions on Biometrics, Behavior, and Identity Science",https://doi.org/10.1109/TBIOM.2024.3361657,"Regulering, MPC og estimering",Marcel Grimmer; Christian Rathgeb; Christoph Busch,3,Christoph Günther Busch,
2257344,Foresight Scenarios for Protecting Human Autonomy in IoT: A Comparative Study of Expert and End-User Perspectives,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1145/3627050.3627061,,Kaja Fjørtoft Ystgaard; Silje Kløften Lein; Katrien Rachel W De Moor,3,Kaja Fjørtoft Ystgaard; Katrien Rachel W De Moor,
2256290,Multidomain Cyber-Physical Testbed for Power System Vulnerability Assessment,2024,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2024.3375401,"Digital tvilling, produksjon og industri 4.0; Energi, prosess og kraft",Denys Mishchenko; Irina Oleinikova; Laszlo Tibor Erdodi; Basanta Raj Pokhrel,4,Irina Oleinikova; Basanta Raj Pokhrel; Laszlo Tibor Erdodi,
2397766,Optimizing Deployment of Homomorphic Encryption and SQL using Reinforcement Learning,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/BigData62323.2024.10825773,Læringsbasert kontroll og RL,Ryan Anthony Marinelli; Åvald Åslaugson Sommervoll; Laszlo Tibor Erdodi,3,Laszlo Tibor Erdodi,
2231967,Testing Commercial Intrusion Detection Systems for Industrial Control Systems in a Substation Hardware in the Loop Testlab,2024,Academic article,Electronics (Basel),https://doi.org/10.3390/electronics13010060,,Storm Jon-Martin Pettersen; Siv Hilde Houmb; Pallavi Kaliyar; Laszlo Tibor Erdodi; Janne Merete Hagen,5,Siv Hilde Houmb; Laszlo Tibor Erdodi,
2307766,"Architectural views for social robots in public spaces: business, system, and security strategies",2024,Academic article,International Journal of Information Security,https://doi.org/10.1007/s10207-024-00924-x,Menneske–robot-interaksjon,Samson Ogheneovo Oruma; Ricardo Colomo-Palacios; Vasileios Gkioulos,3,Samson Ogheneovo Oruma; Vasileios Gkioulos,NFR
2343943,Evaluation of Maritime Cyber Security (MarCy) Training Programme,2024,Academic article,"TransNav, International Journal on Marine Navigation and Safety of Sea Transportation",https://doi.org/10.12716/1001.18.04.01,"Marin autonomi og fartøy; Navigasjon, SLAM og sensorfusjon; Sikkerhet, verifisering og risiko",Aybars Oruc; Nabin Chowdhury; Vasileios Gkioulos; Sokratis Katsikas,4,Vasileios Gkioulos; Sokratis Katsikas,NFR; NFR
2269937,An Explainable Deep Learning-based Approach for Multivariate Time Series Anomaly Detection in IoT,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/FIT60620.2023.00029,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Aafan Ahmad Toor; Jia-Chun Lin; Ernst Gunnar Gran; Ming-Chang Lee,4,Aafan Ahmad Toor; Ernst Gunnar Gran; Jia-Chun Lin; Ming-Chang Lee,NFR
2269710,UoCAD: An Unsupervised Online Contextual Anomaly Detection Approach for Multivariate Time Series from Smart Homes,2024,Academic chapter/article/Conference paper,,https://doi.org/10.5220/0012692100003705,Maskinlæring og dyp læring,Aafan Ahmad Toor; Jia-Chun Lin; Ming-Chang Lee; Ernst Gunnar Gran,4,Aafan Ahmad Toor; Ernst Gunnar Gran; Jia-Chun Lin; Ming-Chang Lee,NFR
2291029,A robust hybrid approach with product context-aware learning and explainable AI for sentiment analysis in Amazon user reviews,2024,Academic article,Electronic Commerce Research,https://doi.org/10.1007/s10660-024-09896-5,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Ehtesham Hashmi; Sule Yildirim-Yayilgan,2,Ehtesham Hashmi; Sule Yildirim-Yayilgan,NFR
2257710,"Analyzing Amazon Products Sentiment: A Comparative Study of Machine and Deep Learning, and Transformer-Based Techniques",2024,Academic article,Electronics (Basel),https://doi.org/10.3390/electronics13071305,Maskinlæring og dyp læring,Hashir Ali; Ehtesham Hashmi; Sule Yildirim-Yayilgan; Sarang Shaikh,4,Sarang Shaikh; Ehtesham Hashmi; Sule Yildirim-Yayilgan,NFR
2263139,Augmenting sentiment prediction capabilities for code-mixed tweets with multilingual transformers,2024,Academic article,Social Network Analysis and Mining,https://doi.org/10.1007/s13278-024-01245-6,Maskinlæring og dyp læring,Ehtesham Hashmi; Sule Yildirim-Yayilgan; Sarang Shaikh,3,Sarang Shaikh; Ehtesham Hashmi; Sule Yildirim-Yayilgan,NFR
2256270,Multi-class hate speech detection in the Norwegian language using FAST-RNN and multilingual fine-tuned transformers,2024,Academic article,Complex & Intelligent Systems,https://doi.org/10.1007/s40747-024-01392-5,Maskinlæring og dyp læring,Ehtesham Hashmi; Sule Yildirim-Yayilgan,2,Ehtesham Hashmi; Sule Yildirim-Yayilgan,NFR
2283861,Securing tomorrow: a comprehensive survey on the synergy of Artificial Intelligence and information security,2024,Academic literature review,AI and Ethics,https://doi.org/10.1007/s43681-024-00529-z,Maskinlæring og dyp læring,Ehtesham Hashmi; Muhammad Mudassar Yamin; Sule Yildirim-Yayilgan,3,Ehtesham Hashmi; Sule Yildirim-Yayilgan; Muhammad Mudassar Yamin,
2225013,Maritime decision-makers and cyber security: deck officers’ perception of cyber risks towards IT and OT systems,2024,Academic article,International Journal of Information Security,https://doi.org/10.1007/s10207-023-00810-y,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Marie Haugli-Sandvik; Mass Soldal Lund; Frøy Birte Bjørneseth,3,Marie Haugli-Sandvik; Frøy Birte Bjørneseth,
2272238,Cyber-incident Response in Industrial Control Systems: Practices and Challenges in the Petroleum Industry,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1145/3643662.3643958,,Vahiny Gnanasekaran; Maria Bartnes; Tor Olav Grøtan; Poul Einar Heegaard,4,Poul Einar Heegaard,NFR; NFR
2273743,Deep Learning for Outage Probability Minimization in Secure NOMA Energy Harvesting UAV IoT Networks,2024,Academic article,Mobile Networks and Applications,https://doi.org/10.1007/s11036-024-02348-2,Droner og luftfartøy; Maskinlæring og dyp læring,Nguyen Quoc Long; Viet-Hung Dang; Nhu Gia Nguyen; Thanh Trong Nguyen; Tu Dac Ho; Hung Tran,9,Tu Dac Ho,
2285882,Performance optimization for hybrid TS/PS SWIPT UAV in cooperative NOMA IoT networks,2024,Academic article,Alexandria Engineering Journal,https://doi.org/10.1016/j.aej.2024.07.054,Droner og luftfartøy,Van Nhan Vo; Viet-Hung Dang; Hung Tran; Duc-Dung Tran; Symeon Chatzinotas; Hai Le Quoc,9,Tu Dac Ho,
2343920,Chapter 102 - AI Abuse: Investigating the Threat Landscape,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1016/B978-0-443-13223-0.00102-8,Maskinlæring og dyp læring,Nikolaos Pitropakis; Sokratis Katsikas; Costas Lambrinoudakis,3,Sokratis Katsikas,
2342185,"Comparative Analysis of Real-Time Time Series Representation Across RNNs, Deep Learning Frameworks, and Early Stopping",2024,Academic chapter/article/Conference paper,,https://doi.org/10.5220/0012996700003838,Maskinlæring og dyp læring,Ming-Chang Lee; Jia-Chun Lin; Sokratis Katsikas,3,Jia-Chun Lin; Ming-Chang Lee; Sokratis Katsikas,NFR
2323230,"Exploring the effects of RNNs and deep learning frameworks on real-time, lightweight, adaptive time series anomaly detection",2024,Academic article,Concurrency and Computation: Practice and Experience,https://doi.org/10.1002/cpe.8288,Maskinlæring og dyp læring,Ming-Chang Lee; Jia-Chun Lin; Sokratis Katsikas,3,Jia-Chun Lin; Ming-Chang Lee; Sokratis Katsikas,NFR
2305275,GAD: A Real-Time Gait Anomaly Detection System with Online Adaptive Learning,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1007/978-3-031-65175-5,Maskinlæring og dyp læring; Medisinsk AI og robotikk,Ming-Chang Lee; Jia-Chun Lin; Sokratis Katsikas,3,Jia-Chun Lin; Ming-Chang Lee; Sokratis Katsikas,NFR
2340148,Impact of Recurrent Neural Networks and Deep Learning Frameworks on Real-time Lightweight Time Series Anomaly Detection,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1007/978-981-97-8798-2_12,Maskinlæring og dyp læring,Ming-Chang Lee; Jia-Chun Lin; Sokratis Katsikas,3,Jia-Chun Lin; Ming-Chang Lee; Sokratis Katsikas,NFR
2272788,Paralyzed or Compromised: A Case Study of Decisions in Cyber-Physical Systems,2024,Academic article,Lecture Notes in Computer Science (LNCS),https://doi.org/10.1007/978-3-031-61382-1_9,"Digital tvilling, produksjon og industri 4.0",Håvard Jakobsen Ofte; Sokratis Katsikas,2,Sokratis Katsikas,NFR; NFR
2334317,Artificial intelligence for system security assurance: A systematic literature review,2024,Academic article,International Journal of Information Security,https://doi.org/10.1007/s10207-024-00959-0,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Shao-Fang Wen; Ankur Shukla; Basel Katt,3,Shao-Fang Wen; Basel Katt,NFR
2267257,"Digital Twins in Healthcare: Security, Privacy, Trust and Safety Challenges",2024,Academic chapter/article/Conference paper,,https://doi.org/10.1007/978-3-031-54129-2_9,"Medisinsk AI og robotikk; Sikkerhet, verifisering og risiko; Digital tvilling, produksjon og industri 4.0",Cecilie Solberg Jørgensen; Ankur Shukla; Basel Katt,3,Basel Katt,
2322551,Artificial Intelligence in Cybersecurity: How Substituting and Scaling Impact Investment Returns,2024,Article in business/trade/industry journal,Journal of the Cyber Security & Information Systems Information Analysis Center,https://hdl.handle.net/11250/4727833,Maskinlæring og dyp læring,Mazaher Kianpour,1,Mazaher Kianpour,
2340196,Investigating the Privacy Risk of Using Robot Vacuum Cleaners in Smart Environments,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1007/978-981-97-8798-2_16,"Sikkerhet, verifisering og risiko",Benjamin Andreas Ulsmåg; Jia-Chun Lin; Ming-Chang Lee,3,Jia-Chun Lin; Ming-Chang Lee,NFR
2281761,Opportunities and Challenges of Using Artificial Intelligence in Securing Cyber-Physical Systems,2024,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/4405563,"Maskinlæring og dyp læring; Digital tvilling, produksjon og industri 4.0",Livinus Obiora Nweke; Sule Yildirim-Yayilgan,2,Livinus Obiora Nweke; Sule Yildirim-Yayilgan,
2274549,Autonomous Adaptive Security Framework for 5G-Enabled IoT,2024,Academic article,arXiv.org,https://doi.org/10.48550/arXiv.2406.03186,,Habtamu Abie; Sandeep Pirbhulal,2,Sandeep Pirbhulal,NFR
2274331,Cognitive Digital Twins for Improving Security in IT-OT Enabled Healthcare Applications,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1007/978-3-031-61382-1_10,"Medisinsk AI og robotikk; Digital tvilling, produksjon og industri 4.0",Sandeep Pirbhulal; Sabarathinam Chockalingam; Habtamu Abie; Nathan Lau,4,Sandeep Pirbhulal,NFR; NFR; NFR; NFR
2265703,A Conformable Moments-Based Deep Learning System for Forged Handwriting Detection,2024,Academic article,IEEE Transactions on Neural Networks and Learning Systems,https://doi.org/10.1109/TNNLS.2022.3204390,Maskinlæring og dyp læring,Lokesh Nandanwar; Palaiahnakote Shivakumara; Hamid A. Jalab; Rabha W. Ibrahim; Raghavendra Ramachandra; Umapada Pal,8,Raghavendra Ramachandra,
2229397,Anomaly detection via gating highway connection for retinal fundus images,2024,Academic article,Pattern Recognition,https://doi.org/10.1016/j.patcog.2023.110167,Maskinlæring og dyp læring,Wentian Zhang; Haozhe Liu; Jinheng Xie; Yawen Huang; Yu Zhang; Yuexiang Li,8,Raghavendra Ramachandra,
2324879,Biometrics in extended reality: a review,2024,Academic literature review,Discover Artificial Intelligence,https://doi.org/10.1007/s44163-024-00190-9,Maskinlæring og dyp læring,Ayush Agarwal; Raghavendra Ramachandra; Sushma Krupa Venkatesh; S. R. Mahadeva Prasanna,4,Raghavendra Ramachandra; Sushma Krupa Venkatesh,
2314671,"Exploring online public survey lifestyle datasets with statistical analysis, machine learning and semantic ontology",2024,Academic article,Scientific Reports,https://doi.org/10.1038/s41598-024-74539-6,Maskinlæring og dyp læring,Ayan Chatterjee; Michael Riegler; Miriam S. Johnson; Jishnu Das; Nibedita Pahari; Raghavendra Ramachandra,9,Raghavendra Ramachandra,
2270448,Comparative Analysis of Deep Natural Networks and Large Language Models for Aspect-Based Sentiment Analysis,2024,Academic article,IEEE Access,https://doi.org/10.1109/ACCESS.2024.3386969,Maskinlæring og dyp læring,Nimra Mughal; Ghulam Mujtaba; Sarang Shaikh; Aveenash Kumar; Sher Muhammad Daudpota,5,Sarang Shaikh,
2267888,IoTvulCode: AI-enabled vulnerability detection in software products designed for IoT applications,2024,Academic article,International Journal of Information Security,https://doi.org/10.1007/s10207-024-00848-6,Maskinlæring og dyp læring,Guru Prasad Bhandari; Gebremariam Mesfin Assres; Nikola Gavric; Andrii Shalaginov; Tor-Morten Grønli,5,Andrii Shalaginov,
2262082,Privacy-preserving data integration scheme in industrial robot system based on fog computing and edge computing,2024,Academic article,IET Communications,https://doi.org/10.1049/cmu2.12749,Manipulasjon og industrirobotikk,Song Han; Hui Ma; Amirhosein Taherkordi; Dapeng Lan; Yange Chen,5,Amirhosein Taherkordi,
2352512,"Formal Methods for Secure Cyber-Physical Systems Workshop: Re-
port on the First Edition",2024,Academic article,Lecture Notes in Computer Science (LNCS),https://hdl.handle.net/11250/3248244,"Sikkerhet, verifisering og risiko; Digital tvilling, produksjon og industri 4.0",James G Wright; Stephen Dirk Bjørn Wolthusen,2,Stephen Dirk Bjørn Wolthusen,NFR
2318480,A Light-Weight Tool-Supported Method for Cyber Risk Assessment in the Planning of Cyber-Physical Smart Grids,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/SmartGridComm60555.2024.10738053,"Sikkerhet, verifisering og risiko; Digital tvilling, produksjon og industri 4.0; Energi, prosess og kraft",Gencer Erdogan; Tesfaye Amare Zerihun; Iver Bakken Sperstad; Oddbjørn Gjerde,4,Tesfaye Amare Zerihun,NFR
2365584,Cyber-Physical Distribution Power System for Assessing Voltage Regulation with State Estimator and Topology Identification in the Loop,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/IECON55916.2024.10905395,"Digital tvilling, produksjon og industri 4.0; Energi, prosess og kraft",Santiago Sanchez Acevedo; Raymundo E. Torres Olguin; Tesfaye Amare Zerihun; Rubi Rana; Alejandro Garces,5,Tesfaye Amare Zerihun,NFR
2282580,"Cyber-physical metropolitan area digital substations
test bench for evaluating intrusion detection systems",2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/GPECOM61896.2024.10582667,"Digital tvilling, produksjon og industri 4.0",Santiago Sanchez Acevedo; Tesfaye Amare Zerihun; Hristo Koshutanski; Alejandro Garcia-Bedoya,4,Tesfaye Amare Zerihun,EC/HEU; EC/H2020; EC/H2020
2273915,Laboratory Middleware for the Cyber-Physical Integration of Energy Research Infrastructures,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/MSCPES62135.2024.10542755,"Digital tvilling, produksjon og industri 4.0",Vetrivel Rajkumar; Giuseppe Silano; Oliver Gehrke; Steffen Vogel; Edmund Widl; Gabriele Paludetto,11,Tesfaye Amare Zerihun,EC/H2020
2341145,In-Network Computing and Split-AI in 6G: Enablers and Proof-of-Concept Studies,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/6GNet63182.2024.10765651,Maskinlæring og dyp læring,Mattia Giovanni Spina; Darwin Victoriano Soto Lebron; Susanna Schwarzmann; Riccardo Guerzoni; Riccardo Trivisonno; Antonio Iera,10,Thomas Erich Zinner,
2302032,Native Support of AI Applications in 6G Mobile Networks Via an Intelligent User Plane,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/WCNC57260.2024.10570691,Maskinlæring og dyp læring,Susanna Schwarzmann; Tugce Erkilic Civelek; Antonio Iera; Daniel Corujo; George T. Karetsos; Riccardo Guerzoni,12,Thomas Erich Zinner,
2286124,Explainable time series anomaly detection using masked latent generative modeling,2024,Academic article,Pattern Recognition,https://doi.org/10.1016/j.patcog.2024.110826,"Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Daesoo Lee; Sara Malacarne; Erlend Aune,3,Erlend Aune,
2265695,Designing stable neural networks using convex analysis and ODEs,2024,Academic article,Physica D : Non-linear phenomena,https://doi.org/10.1016/j.physd.2024.134159,Maskinlæring og dyp læring,Ferdia Sherry; Elena Celledoni; Matthias J. Ehrhardt; Davide Murari; Brynjulf Rustad Owren; Carola-Bibiane Schönlieb,6,Elena Celledoni; Brynjulf Rustad Owren,
2309508,A Novel Hybrid Physics/Data-Driven Model for Fractured Reservoir Simulation,2024,Academic article,SPE Journal,https://doi.org/10.2118/219110-PA,Maskinlæring og dyp læring,Billal Aslam; Bicheng Yan; Knut-Andreas Lie; Stein Krogstad; Olav Møyner; Xupeng He,6,Knut-Andreas Lie,
2275338,Distributional Generating Series in Nonlinear Control Theory,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/CISS59072.2024.10480191,"Regulering, MPC og estimering",W Steven Gray; Natalie Pham; Alexander Schmeding,3,Alexander Schmeding,
2313071,Bayesian Ensemble Kalman Filter for Gaussian Mixture Models,2024,Academic article,Mathematical Geosciences,https://doi.org/10.1007/s11004-024-10160-7,"Regulering, MPC og estimering",Håkon Gryvill; Dario Grana; Håkon Tjelmeland,3,Håkon Tjelmeland,NFR
2328120,Ensemble Kalman filter with precision localization,2024,Academic article,Computational statistics (Zeitschrift),https://doi.org/10.1007/s00180-024-01588-w,"Regulering, MPC og estimering; Navigasjon, SLAM og sensorfusjon",Håkon Gryvill; Håkon Tjelmeland,2,Håkon Tjelmeland,NFR
2222855,"Assessing some statistical and physical modelling uncertainties of extreme responses for monopile-based offshore wind turbines, using metocean contours",2024,Academic article,Applied Ocean Research,https://doi.org/10.1016/j.apor.2024.103880,"Marin autonomi og fartøy; Energi, prosess og kraft",Georgios Katsikogiannis; Sverre Kristian Haver; Erin Elizabeth Bachynski-Polic,3,Erin Elizabeth Bachynski-Polic,NFR
2331518,Definition of a Baseline Rotor Design for a 25MW Floating Offshore Wind Turbine,2024,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/2875/1/012004,"Marin autonomi og fartøy; Energi, prosess og kraft",Alejandra S. Escalera Mendoza; D. Todd Griffith; Carlos Renan dos Santos; Serag-Eldin Abdelmoteleb; Erin Elizabeth Bachynski-Polic; Luca Oggiano,6,Erin Elizabeth Bachynski-Polic,
2287555,Passive Mooring-based Turbine Repositioning Technique for Wake Steering in Floating Offshore Wind Farms,2024,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/2767/9/092056,"Marin autonomi og fartøy; Energi, prosess og kraft",Yuksel Alkarem; Kimberly Huguenard; Amrit Shankar Verma; Diederik van Binsbergen; Erin Elizabeth Bachynski-Polic; Amir R. Nejad,6,Erin Elizabeth Bachynski-Polic; Amir Rasekhi Nejad,
2267729,Visual sensing on marine robotics for the 3D documentation of Underwater Cultural Heritage: A review,2024,Academic literature review,Journal of Archaeological Science,https://doi.org/10.1016/j.jas.2024.105985,Marin autonomi og fartøy; Datasyn,Eleni Diamanti; Øyvind Ødegård,2,Eleni Diamanti,
2370351,MODELING AND CONTROL DESIGN FOR SHIP HYBRID PROPULSION SYSTEMS,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1115/OMAE2024-121041,"Marin autonomi og fartøy; Regulering, MPC og estimering",Fan Gao; Astrid H. Brodtkorb; Mehdi Zadeh; Sigrid Marie Mo,4,Fan Gao; Mehdi Zadeh,
2297512,BIO-INSPIRED FLOW SENSING FOR AUTONOMOUS UNDERWATER VEHICLES; A PASSIVE SENSING DIGITAL TWIN FOR OBJECT DETECTION AND LOCALISATION,2024,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/3160984,"Marin autonomi og fartøy; Datasyn; Navigasjon, SLAM og sensorfusjon; Digital tvilling, produksjon og industri 4.0",Casper Potter; Marilena Greco; Claudio Lugni,3,Marilena Greco; Claudio Lugni,NFR; NFR; SIGMA2
2297520,Role of Morphology and Flexibility in Maneuvering for Fish and Bio-Inspired Marine Robots,2024,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/3160985,Akvakultur og fiskeri,Carina Norvik; Marilena Greco; Claudio Lugni,3,Marilena Greco; Claudio Lugni,NFR; NFR
2370383,Industrial Camera-Aided Trajectory Planning for Robotic Welding on Reflective Surfaces,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/RCAR61438.2024.10671320,"Regulering, MPC og estimering; Datasyn",Kristoffer Klingenberg; Karl Victor Johannessen; Ozan Kaya; Lars Tingelstad,4,Ozan Kaya,
2263539,Deep Learning Strategies for Analysis of Weather-Degraded Optical Sea Ice Images,2024,Academic article,IEEE Sensors Journal,https://doi.org/10.1109/JSEN.2024.3376518,Maskinlæring og dyp læring,Nabil Panchi; Ekaterina Kim,2,Nabil Panchi; Ekaterina Kim,NFR; SIGMA2
2277744,Sea-Ice States: Unsupervised Segmentation from Multispectral Data Based on Mumford–Shah Functional,2024,Academic article,Proceedings of the IAHR International Symposium on Ice,https://hdl.handle.net/11250/3141470,Datasyn,Jan-Christopher Cohrs; Ekaterina Kim; Benjamin Berkels,3,Ekaterina Kim,NFR
